"";"ResponseId";"Województwo";"StartDate";"EndDate";"Status";"IPAddress";"Progress";"Duration__in_seconds_";"Finished";"RecordedDate";"RecipientLastName";"RecipientFirstName";"RecipientEmail";"ExternalReference";"LocationLatitude";"LocationLongitude";"DistributionChannel";"UserLanguage";"Q_RecaptchaScore";"Q2";"Q4";"Q20";"Q19";"Q5_1";"Q5_2";"Q5_3";"Q5_4";"Q5_5";"Q5_6";"Q5_7";"Q5_8";"Q5_9";"Q5_10";"Q5_11";"Q5_12";"Q5_13";"Q5_14";"Q5_15";"Q21_1";"Q21_2";"Q21_3";"Q21_4";"Q21_5";"Q21_6";"Q21_7";"Q21_8";"Q21_9";"Q21_10";"Q21_11";"Q21_12";"Q21_13";"Q21_14";"Q21_15";"Q21_16";"Q21_17";"Q21_18";"Q7_1";"Q7_2";"Q7_3";"Q7_4";"Q7_5";"Q7_6";"Q7_7";"Q7_8";"Q7_9";"Q7_10";"Q7_11";"Q9_1";"Q9_2";"Q9_3";"Q9_4";"Q9_5";"Q9_6";"Q9_7";"Q9_8";"Q9_9";"Q9_10";"Q9_11";"Q9_12";"Q9_13";"Q9_14";"Q9_15";"Q9_16";"Q9_17";"Q9_18";"Q9_19";"Q9_20";"Q9_21";"Q9_22";"Q9_23";"Q9_24";"Q9_25";"Q9_26";"Q9_27";"Q9_28";"Q9_29";"Q9_30";"Q9_31";"Q6_1";"Q6_2";"Q6_3";"Q6_4";"Q6_5";"Q6_6";"Q6_7";"Q6_8";"Q6_9";"Q6_10";"Q6_11";"Q6_12";"Q6_13";"Q6_14";"Q6_15";"Q6_16";"Q6_17";"Q6_18";"Q6_19";"Q6_20";"Q6_21";"Q6_22";"Q6_23";"Q8_1";"Q8_2";"Q8_3";"Q8_4";"Q8_5";"Q8_6";"Q8_7";"Q8_8";"Q8_9";"Q8_10";"Q8_11";"Q8_12";"Q8_13";"Q10_1";"Q10_2";"Q10_3";"Q10_4";"Q10_5";"Q10_6";"Q10_7";"Q10_8";"Q10_9";"Q10_10";"Q10_11";"Q10_12";"Q11_1";"Q11_2";"Q11_3";"Q11_4";"Q11_5";"Q11_6";"Q11_7";"Q11_8";"Q11_9";"Q11_10";"Q11_11";"Q11_12";"Q11_13";"Q12_1";"Q12_2";"Q13_1";"Q13_2";"Q13_3";"Q13_4";"Q13_5";"Q13_6";"Q13_7";"Q13_8";"Q13_9";"Q13_10";"Q14_1";"Q14_2";"Q14_3";"Q14_4";"Q15_1";"Q15_2";"Q15_3";"Q15_4";"Q15_5";"Q15_6";"Q15_7";"Q15_8";"Q15_9";"Q15_10";"Q15_11";"Q15_12";"Q15_13";"Q15_14";"Q16_1";"Q16_2";"Q17";"Q18_1";"Q18_2";"Kody_szkol";"Q99___Miasto_Wie_";"Q18_1_Nic";"Q18_1_Nie_wiem";"Q18_1_odp";"Q18_2_m_zew_pieni_dze";"Q18_2_Zawodowe";"Q18_2_m_zew_s_awa";"Q18_2_Wa_ne";"Q18_2_m_osi_gniec";"Q18_2_m_zew_wynalazek";"Q18_2_Inne";"Q18_2_Status";"Q18_2_m_zew_inne";"Q18_2_Pomoc";"Q18_2_m_wew_zaint";"Q18_2_m_zew_wa_ne";"Q18_2_m_wew__przyj";"Q18_2_odp";"Q18_2_W_asne";"Q18_2___Parent_Topics";"Q18_2___Sentiment_Polarity";"Q18_2___Sentiment_Score";"Q18_2___Sentiment";"Q18_2___Topic_Sentiment_Label";"Q18_2___Topic_Sentiment_Score";"Q18_2___Topics"
"1770";"R_28MvEoTUajO9eJl";"DOLNOSLASKIE";2020-12-01 05:21:16;2020-12-01 05:28:12;0;"37.248.50.187";48;416;0;2020-12-08 05:28:17;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 2";"milicz";4;1;1;2;3;4;4;3;4;4;4;4;2;1;2;4;2;4;1;3;4;4;4;4;2;3;2;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;3;4;4;4;4;4;1;4;2;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1771";"R_2D17lrXaaNytazX";"DOLNOSLASKIE";2020-12-01 12:21:25;2020-12-01 12:22:14;0;"31.0.81.29";24;48;0;2020-12-08 12:22:16;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"66";"sp";"milicz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1772";"R_3CEfCeUY43uuanq";"DOLNOSLASKIE";2020-12-01 00:18:54;2020-12-01 00:27:28;0;"83.26.187.44";68;514;0;2020-12-08 00:28:12;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"sp2 w miliczu";"Milicz";1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;4;4;1;1;1;NA;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1773";"R_3GqOIS7SktErpex";"DOLNOSLASKIE";2020-12-01 00:19:19;2020-12-01 00:29:34;0;"85.209.66.110";56;615;0;2020-12-08 00:30:17;"";"";"";"";"";"";"anonymous";"EN";0,7;1;"14";"Szkola Podstawowa nr2";"Milicz";2;NA;1;1;2;3;3;3;3;4;1;4;4;1;2;2;2;3;1;3;4;2;1;3;4;2;4;4;1;1;4;2;4;1;4;1;4;4;4;2;2;2;3;3;3;3;3;3;3;4;2;2;1;1;4;4;3;4;3;4;2;3;3;2;4;4;1;3;3;2;4;4;4;3;4;NA;4;2;4;3;2;2;2;2;2;3;3;2;2;2;3;2;3;1;3;3;4;3;1;3;3;3;2;4;1;4;4;2;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1774";"R_1pWO28omBnoDuFk";"DOLNOSLASKIE";2020-12-01 01:28:52;2020-12-01 01:30:40;0;"85.209.66.82";28;107;0;2020-12-08 01:30:49;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Sp2milicz";"Milicz";1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1775";"R_3JejxQ67PBN3JX8";"DOLNOSLASKIE";2020-12-01 01:29:41;2020-12-01 01:32:54;0;"85.209.66.57";36;192;0;2020-12-08 01:32:59;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr 2";"Milicz";3;3;3;1;4;1;2;1;2;4;1;4;3;3;NA;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1776";"R_1kI9gm2FGWJjzeW";"DOLNOSLASKIE";2020-12-01 03:57:31;2020-12-01 04:20:10;0;"217.97.76.74";72;1359;0;2020-12-08 04:20:40;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"sp2";"Milicz";3;4;4;4;4;4;4;3;4;3;4;3;3;2;NA;4;3;4;4;2;3;3;3;4;4;3;4;1;2;4;3;2;1;3;4;4;4;4;4;3;3;4;4;3;3;3;4;3;3;4;4;4;3;3;4;2;4;4;3;4;4;4;4;4;2;3;2;1;4;2;3;2;3;3;3;4;4;2;2;4;4;4;4;4;4;2;4;4;4;4;4;2;2;1;3;3;4;4;1;4;3;4;4;4;1;3;4;4;1;3;2;3;3;3;2;3;1;3;3;4;2;1;3;4;4;4;4;4;3;2;2;3;4;2;3;3;1;2;4;1;1;4;4;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1777";"R_22LDNQkc5A5L5Lk";"DOLNOSLASKIE";2020-12-01 05:19:38;2020-12-01 05:25:37;0;"31.0.47.250";60;359;0;2020-12-08 05:25:52;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa nr. 2 i szkola muzyczna I stopnia w Miliczu";"Milicz";4;1;3;2;4;1;4;4;2;4;4;4;4;2;NA;3;2;3;4;1;3;1;3;2;2;4;1;4;2;4;1;3;1;2;4;4;2;1;2;3;1;4;2;3;2;4;1;3;3;2;1;4;4;4;3;1;4;1;1;1;2;1;4;NA;4;2;4;2;2;3;4;1;4;4;4;1;4;4;4;1;3;3;2;3;2;4;2;3;2;2;3;4;2;4;4;4;2;3;2;2;2;3;1;3;4;4;3;2;4;3;3;4;3;1;1;1;3;3;4;4;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1778";"R_qJfuih6bvySOgP7";"DOLNOSLASKIE";2020-12-01 06:13:15;2020-12-01 06:37:56;0;"83.26.250.13";88;1481;0;2020-12-08 06:38:08;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr 2";"Milicz";1;1;3;3;3;3;1;1;4;3;1;4;4;4;NA;3;4;4;4;1;4;1;1;1;3;1;2;1;1;1;1;1;1;1;4;4;4;4;4;1;3;3;1;1;3;1;3;1;4;3;3;1;1;1;4;1;2;3;3;1;1;3;4;4;1;1;1;1;1;1;1;1;3;1;4;4;4;4;4;1;1;1;2;2;2;2;4;4;4;1;1;2;4;1;2;1;2;2;1;4;1;2;4;4;1;2;4;4;1;1;2;4;4;2;1;4;2;4;2;4;1;1;2;4;2;3;3;3;1;4;2;4;4;1;3;3;1;2;1;1;1;2;1;1;2;1;1;1;2;1;2;2;4;4;4;4;4;4;4;4;3;4;3;4;3;3;"";"";NA;"";"";28;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1779";"R_2bNUxBwYM3pYn7f";"DOLNOSLASKIE";2020-12-02 04:21:16;2020-12-02 04:59:44;0;"37.30.20.73";56;2307;0;2020-12-09 04:59:49;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr 2 w miliczu";"Milicz";2;1;1;2;2;2;3;2;1;4;1;4;3;4;NA;2;4;3;2;4;4;3;4;3;1;3;1;3;1;1;4;3;1;1;4;4;4;4;4;4;4;4;1;2;4;3;1;1;3;2;1;2;4;4;1;1;1;1;1;2;1;3;1;1;1;3;1;1;3;1;1;4;2;1;3;3;1;4;1;1;2;1;2;4;4;4;3;4;3;3;4;4;4;4;3;4;3;4;2;2;2;1;3;1;3;2;2;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1780";"R_5hianbmLscPBWPD";"DOLNOSLASKIE";2020-12-03 10:40:39;2020-12-03 10:44:18;0;"37.30.19.246";32;218;0;2020-12-10 10:44:20;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Sp2 milicz";"Milicz";3;4;4;4;4;4;4;3;4;4;3;4;4;4;NA;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1781";"R_2veJDciipbcwwKw";"DOLNOSLASKIE";2020-12-01 03:56:16;2020-12-02 04:30:07;0;"185.168.125.149";24;88430;0;2020-12-09 04:30:14;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Szkoly Podstawowej Nr 2 i Szkoly Muzycznej I Stopnia w Miliczu";"Miliczu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";28;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1782";"R_3m9pF9kQNkywfy4";"MAZOWIECKIE";2020-12-02 00:35:42;2020-12-02 00:38:26;0;"37.47.52.156";32;163;0;2020-12-09 00:39:01;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa imienia Jana Pawla II";"Mlynarze";1;1;1;1;3;NA;1;NA;1;2;NA;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";58;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1783";"R_1LGsYj4YXME20gP";"MAZOWIECKIE";2020-12-02 00:58:38;2020-12-02 01:10:49;0;"37.47.29.118";24;730;0;2020-12-09 01:10:56;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Publiczna Szkola Podstawowa im. Papieza Jana Pawla II z Publicznym Przedszkolem w Mlynarzach";"Mlynarze";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";58;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1784";"R_2AF4UzpPBE9aued";"MAZOWIECKIE";2020-12-02 04:34:40;2020-12-02 07:35:23;0;"37.47.8.115";96;10843;0;2020-12-09 07:35:29;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Publiczna Szkola Podstawowa im. Papieza Jana Pawla II z Publicznym Przedszkolem w Mlynarzach";"Mlynarze";4;3;1;2;4;4;3;4;3;1;4;1;1;2;2;3;2;2;3;3;4;4;1;4;2;2;1;4;2;4;NA;4;1;1;2;3;4;1;2;1;2;4;1;4;1;3;3;1;4;2;2;3;3;3;3;1;4;1;2;2;2;3;3;3;1;2;2;1;1;1;4;4;4;3;3;4;4;1;2;2;2;1;4;1;4;3;4;4;2;1;1;3;1;1;2;3;4;1;1;4;2;4;3;3;1;4;4;4;1;3;1;1;4;4;4;4;1;4;3;2;1;1;3;4;4;4;4;4;3;1;4;2;4;4;3;4;1;2;1;1;1;4;4;1;3;3;1;3;1;1;1;1;3;3;4;2;4;4;4;2;2;3;1;1;1;1;"Wynalezc szczepionke przeciwko nieuleczalnym chorobom";"Wiele ludzi na swiecie cierpi";4;"Lekarzem";"Interesuje sie nauka bilogii,chemii. Bardzo wazna kwestia jest pomagac innym";58;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"1";"";"";0;0;"Neutral";"";"";"Unknown"
"1785";"R_dbTH3AkQo7roEjD";"MALOPOLSKIE";2020-11-19 00:01:18;2020-11-19 00:02:53;0;"176.221.121.150";28;94;0;2020-11-26 00:02:54;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"13";"Nie wiem";"Nie wiem XD?malopolska?";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";NA;99;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1786";"R_sNfSF902V631XZn";"MALOPOLSKIE";2020-12-07 07:17:38;2020-12-07 07:18:45;0;"46.204.3.76";24;66;0;2020-12-14 07:18:48;"";"";"";"";"";"";"anonymous";"EN";0,9;2;"14";"Sp 3 Jaworzno";"Niedzieliska";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";21;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"1787";"R_WpuxTe5t6waUktX";"MAZOWIECKIE";2020-11-26 07:51:40;2020-11-26 07:55:32;0;"188.146.101.69";44;231;0;2020-12-03 07:55:38;"";"";"";"";"";"";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr 6";"Otwock";2;3;2;2;3;3;3;2;2;3;3;3;2;3;3;2;2;3;2;3;3;3;2;3;2;3;2;3;3;3;2;2;2;2;3;3;3;3;3;2;3;2;3;2;2;2;2;3;2;2;2;2;2;2;3;2;2;3;3;2;2;2;2;3;3;3;2;3;2;2;2;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";NA;"";"";60;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
